u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,lanes,ref,access,bridge,tunnel,width,junction
42425570,42425232,0,1271523191,secondary,25,Central Park West,False,True,232.10044302940088,,,,,,,
42425570,42435331,0,"[1271523192, 1271523193]",secondary,25,Central Park West,False,False,82.75104745574635,,,,,,,
42425681,42437043,0,"[5669443, 46240263]",motorway_link,30,,True,False,485.8987890524935,2,,,yes,,,
42425681,6266152785,0,"[122738257, 995215714]",motorway,40,Harlem River Drive,True,False,297.5001346114007,"['2', '3']",HRD,,,,,
42425747,6515269079,0,"[1080324904, 798915733]",secondary,25,"['East 127th Street', '1st Avenue']",True,False,121.04257749399831,1,,,,,,
42425758,373772209,0,944990228,secondary,25,Frederick Douglass Boulevard,True,False,30.470917262485557,2,,,,,,
42425780,42431666,0,"[1091336189, 5670031]",residential,20,Staff Street,True,False,133.34201408897306,,,,,,,
42425780,374470740,0,33145977,motorway_link,,,True,False,156.1939846155834,,,,,,,
42425955,7132405537,0,"[5672410, 5671543]",residential,20,"['Baxter Street', 'Hogan Place']",True,False,112.5598451476625,1,,,,,,
42425955,42427300,0,414751576,residential,20,Worth Street,False,False,159.26780575644514,2,,,,,,
42425955,7132405548,0,1135342275,residential,20,Worth Street,False,True,93.48214449431427,4,,,,,,
42425959,374451674,0,164873488,unclassified,,Dyckman Street,False,True,33.21331386167144,,,,,,,
42426060,4602414021,0,46116390,residential,25,Watts Street,True,False,119.49578568429146,,,,,,,
42426060,42424630,0,463035747,motorway_link,25,,True,False,66.02322620810628,,,,,,,
42426135,42425747,0,275298523,residential,25,East 127th Street,True,False,108.83937958861647,1,,,,,,
42426135,3786728788,0,1354780300,motorway_link,30,,True,False,28.32811719729411,1,,,,,,
42426374,3099327964,0,44164416,secondary,,Central Park North,False,True,12.93871432980513,2,,,,,,
42426374,595703226,0,44164416,secondary,,Central Park North,False,False,256.19325971911377,2,,,,,,
42426374,42446723,0,"[420878099, 420878079]",secondary,,Malcolm X Boulevard,True,False,76.87669235544584,"['4', '2']",,,,,,
42426665,371337269,0,"[33117577, 630828578, 5669533, 33117578]",motorway_link,,,True,False,582.4225283069071,1,,,yes,,,
42426665,42426810,0,"[1359376299, 1080324901, 33117581]",secondary_link,25,,True,False,211.5173396839088,1,,,,,,
42426665,4515465264,0,"[1080324899, 1080324900, 1220611718, 33117579, 1317558584]",tertiary,25,Harlem River Driveway,False,False,485.5816277398915,"['4', '3']",,,,,,
42426747,42433834,0,5670205,primary,20,Water Street,False,True,59.267123794930974,2,,,,,,
42426747,279151954,0,"[1197069043, 5669933]",primary,20,State Street,False,False,80.92675407762661,3,,,,,,
42426747,42444355,0,"[1329011784, 5672006]",residential,20,Whitehall Street,True,False,77.36703976748407,1,,,,,,
42426799,42422449,0,"[46240264, 5669572]",motorway_link,,,True,False,328.9305104387361,1,,,yes,,,
42426799,371225088,0,122738256,motorway,40,Harlem River Drive,True,False,271.20468595183564,2,HRD,,,,,
42426805,596800103,0,"[5673185, 799234250]",residential,,"['East 111th Street', 'FDR Drive']",True,False,195.5759095376087,1,,,,,,
42426805,42456110,0,"[799234248, 46694780]",residential,,East 111th Street,True,False,91.6047849077794,1,,,,,,
42426810,5333189422,0,"[552379875, 46240038]",secondary,25,"['Harlem River Drive', 'Frederick Douglass Boulevard']",True,False,383.477049786605,1,,,,,,
42426816,1701844605,0,46469721,secondary,25,East 37th Street,True,False,36.251913100509185,1,,,,,,
42426816,42453999,0,936539647,unclassified,25,Tunnel Exit Street,True,False,72.29379758119742,3,,,,,,
42426851,42450814,0,169383518,primary,,FDR Drive,True,False,160.78776731377818,2,,,,,,
42426865,7137281959,0,5669581,motorway_link,,,True,False,47.104963075605156,1,,,,,,
42426865,370898427,0,"[587355677, 46201653, 959157334]",motorway,40,FDR Drive,True,False,901.9032334265244,3,FDR,,yes,,,
42426875,589100228,0,46201650,primary,25,FDR Drive,True,False,121.70771728054024,,,,,,,
42426957,3702296508,0,627176923,primary_link,,,True,False,101.79229252536234,1,,,,,,
42426957,3786741452,0,788253908,primary_link,,,True,False,71.62089303892849,1,,,,,,
42426968,42424235,0,5672967,secondary,25,5th Avenue,True,False,85.11121825797281,1,,,,,,
42426971,42426968,0,5669596,motorway_link,,,True,False,109.36413928578403,1,,,,,,
42426971,42425484,0,46240115,motorway,,Harlem River Drive,True,False,461.01677625669566,3,HRD,,,,,
42427009,371216381,0,5669599,motorway_link,,,True,False,110.23509118700034,1,,,,,,
42427009,42433490,0,963982118,motorway,40,FDR Drive,True,False,668.456781413603,3,FDR,,,,,
42427016,60918583,0,8119530,motorway_link,,,True,False,176.78313581700976,1,,,,,,
42427016,42442734,0,"[196116969, 420874482]",secondary,,Amsterdam Avenue,False,False,49.67507453920902,4,,,,,,
42427016,42428080,0,196116969,secondary,,Amsterdam Avenue,False,True,40.08148998402896,4,,,,,,
42427030,42428005,0,"[460660844, 1080871809, 5671300, 420627056]",tertiary,25,East 71st Street,True,False,203.8063591334903,"['2', '3']",,,,,,
42427030,42450634,0,"[32972050, 46211823]",motorway_link,,,True,False,172.66168993565867,1,,,,yes,,
42427036,42427030,0,46211827,tertiary,25,FDR Drive,True,False,169.67746297926348,1,,,,,,
42427086,561035374,0,46577947,secondary,,West 159th Street,False,True,18.307712702239982,,,,,,,
42427086,42428962,0,440122883,primary,,Broadway,True,False,79.8662718674424,3,,,,,,
42427086,42427112,0,734561425,secondary,,Fort Washington Avenue,False,True,132.4206714793054,,,,,,,
42427112,42428964,0,5671463,residential,,West 160th Street,True,False,88.69641885636698,,,,,,,
42427112,42427086,0,734561425,secondary,,Fort Washington Avenue,False,False,132.4206714793054,,,,,,,
42427112,42427115,0,734561425,secondary,,Fort Washington Avenue,False,True,80.8216578805153,,,,,,,
42427115,42441695,0,204082722,residential,,West 161st Street,True,False,226.66820974480046,,,,,,,
42427115,42427112,0,734561425,secondary,,Fort Washington Avenue,False,False,80.8216578805153,,,,,,,
42427115,42427122,0,734561425,secondary,,Fort Washington Avenue,False,True,82.34643140726138,,,,,,,
42427122,42428966,0,5672052,residential,,West 162nd Street,True,False,125.27912270621505,,,,,,,
42427122,42427115,0,734561425,secondary,,Fort Washington Avenue,False,False,82.34643140726138,,,,,,,
42427122,42427126,0,734561425,secondary,,Fort Washington Avenue,False,True,78.51332109697861,,,,,,,
42427126,42441704,0,196117079,residential,,West 163rd Street,True,False,173.27804524167618,,,,,,,
42427126,42427122,0,734561425,secondary,,Fort Washington Avenue,False,False,78.51332109697861,,,,,,,
42427126,42427128,0,734561425,secondary,,Fort Washington Avenue,False,True,82.60255122508185,,,,,,,
42427128,42427126,0,734561425,secondary,,Fort Washington Avenue,False,False,82.60255122508187,,,,,,,
42427128,42427133,0,"[734561425, 68196325]",secondary,,Fort Washington Avenue,False,True,118.24097407278671,,,,,,,
42427128,42428970,0,1003905435,residential,,West 164th Street,True,False,157.55484658692995,,,,,,,
42427133,2499827795,0,68196311,secondary,,West 165th Street,False,False,105.30922745050708,,,,,,,
42427133,42427128,0,"[734561425, 68196325]",secondary,,Fort Washington Avenue,False,False,118.24097407278671,,,,,,,
42427133,42428973,0,223508325,secondary,,West 165th Street,False,True,184.1308766127596,,,,,,,
42427133,42427136,0,226007049,secondary,,Fort Washington Avenue,False,True,227.69272653353875,2,,,,,,
42427136,42427133,0,226007049,secondary,,Fort Washington Avenue,False,False,227.69272653353872,2,,,,,,
42427136,42427139,0,480680383,secondary,25,Fort Washington Avenue,False,True,77.54807464686209,2,,,,,,
42427136,42428978,0,541442320,tertiary,,West 168th Street,False,True,233.73034568299403,,,,,,,
42427139,42427136,0,480680383,secondary,25,Fort Washington Avenue,False,False,77.54807464686209,2,,,,,,
42427139,42427143,0,480680383,secondary,25,Fort Washington Avenue,False,True,77.3968347222253,2,,,,,,
42427143,42427139,0,480680383,secondary,25,Fort Washington Avenue,False,False,77.3968347222253,2,,,,,,
42427143,42427146,0,904764085,secondary,25,Fort Washington Avenue,False,True,78.38174092891188,2,,,,,,
42427146,42435002,0,5670318,residential,,West 171st Street,True,False,127.82080936076304,,,,,,,
42427146,42427150,0,226007052,secondary,25,Fort Washington Avenue,False,True,77.4061882717053,2,,,,,,
42427146,42427143,0,904764085,secondary,25,Fort Washington Avenue,False,False,78.38174092891188,2,,,,,,
42427150,42428989,0,5673414,residential,,West 172nd Street,True,False,171.3598921885645,,,,,,,
42427150,42427146,0,226007052,secondary,25,Fort Washington Avenue,False,False,77.40618827170532,2,,,,,,
42427150,42427152,0,226007052,secondary,25,Fort Washington Avenue,False,True,79.22143548428683,2,,,,,,
42427152,42429479,0,5669813,residential,,West 173rd Street,True,False,202.37046854335853,1,,,,,,
42427152,42427150,0,226007052,secondary,25,Fort Washington Avenue,False,False,79.22143548428683,2,,,,,,
42427152,42427156,0,1146051565,secondary,25,Fort Washington Avenue,False,True,77.91731169862214,2,,,,,,
42427156,42428998,0,5672503,residential,,West 174th Street,True,False,149.25872550728664,,,,,,,
42427156,42427152,0,1146051565,secondary,25,Fort Washington Avenue,False,False,77.91731169862214,2,,,,,,
42427156,42427159,0,1146051565,secondary,25,Fort Washington Avenue,False,True,56.431851914926746,2,,,,,,
42427159,42427164,0,416618175,secondary,25,Fort Washington Avenue,False,True,79.26383666617227,2,,,,,,
42427159,42427156,0,1146051565,secondary,25,Fort Washington Avenue,False,False,56.43185191492675,2,,,,,,
42427164,42429006,0,5670495,residential,25,West 176th Street,True,False,134.43174325045405,1,,,,,,
42427164,42427159,0,416618175,secondary,25,Fort Washington Avenue,False,False,79.26383666617227,2,,,,,,
42427164,42427168,0,416618175,secondary,25,Fort Washington Avenue,False,True,73.28874995119514,2,,,,,,
42427168,60925950,0,46334660,secondary,25,Fort Washington Avenue,False,True,97.79923960300823,2,,,,,,
42427168,42458936,0,46613645,residential,25,West 177th Street,True,False,79.30444797369069,1,,,,,,
42427168,42427164,0,416618175,secondary,25,Fort Washington Avenue,False,False,73.28874995119514,2,,,,,,
42427185,60926076,0,223486856,secondary,20,Fort Washington Avenue,False,True,79.77994443478289,2,,,,,,
42427185,42427190,0,440122896,secondary,20,Fort Washington Avenue,False,False,105.78735875514337,2,,,,,,
42427185,42428094,0,902797233,residential,20,West 180th Street,True,False,196.4489067620228,,,,,,,
42427190,42430951,0,223486855,secondary,20,West 181st Street,False,True,82.68199750775989,2,,,,,,
42427190,42427196,0,226007051,secondary,20,Fort Washington Avenue,False,False,141.07714274098888,2,,,,,,
42427190,42427185,0,440122896,secondary,20,Fort Washington Avenue,False,True,105.78735875514339,2,,,,,,
42427190,42444097,0,1152535933,secondary,20,West 181st Street,False,False,85.50771093013553,2,,,,,,
42427196,42427206,0,226007051,secondary,20,Fort Washington Avenue,False,False,142.91176827313467,2,,,,,,
42427196,42427190,0,226007051,secondary,20,Fort Washington Avenue,False,True,141.07714274098888,2,,,,,,
42427206,42454089,0,5672392,residential,20,West 185th Street,False,False,81.2111756180787,,,,,,,
42427206,42427212,0,226007048,secondary,20,Fort Washington Avenue,False,False,197.87009995033694,2,,,,,,
42427206,42427196,0,226007051,secondary,20,Fort Washington Avenue,False,True,142.91176827313467,2,,,,,,
42427212,1763608189,0,181334353,residential,20,West 187th Street,False,True,77.64566032753517,,,,,,,
42427212,42427206,0,226007048,secondary,20,Fort Washington Avenue,False,True,197.87009995033694,2,,,,,,
42427212,42427216,0,226007050,secondary,20,Fort Washington Avenue,False,False,248.6144504033461,2,,,,,,
42427216,42436297,0,"[5673064, 5671030]",tertiary,20,"['Overlook Terrace', 'West 190th Street']",False,True,308.7679649752402,2,,,,,"35'0""",
42427216,9338511505,0,164756872,tertiary,20,Fort Washington Avenue,False,False,249.19677801162118,2,,,,,,
42427216,42428144,0,164756916,residential,20,West 190th Street,False,False,86.89223738752149,,,,,,"35'0""",
42427216,42427212,0,226007050,secondary,20,Fort Washington Avenue,False,True,248.61445040334607,2,,,,,,
42427236,42427242,0,"[1329617892, 652875877, 1333159615, 480682390, 5669631]",residential,20,Spruce Street,True,False,215.6131997670068,1,,,,,,
42427242,42459820,0,480682391,residential,20,Gold Street,False,True,35.53628627970813,2,,,,,,
42427242,42457311,0,480682392,residential,20,Gold Street,False,False,75.14827973864018,2,,,,,,
42427249,42427251,0,5669633,unclassified,20,Fletcher Street,True,False,95.0020029395593,1,,,,,,
42427249,42444424,0,536917119,residential,20,Pearl Street,True,False,41.96573810149499,1,,,,,,
42427251,42427254,0,"[5669633, 1224593090]",unclassified,20,Fletcher Street,True,False,58.871956884194496,1,,,,,,
42427251,42454798,0,525656852,primary,20,Water Street,False,False,37.717625505545804,4,,,,,,
42427251,42440350,0,525658419,primary,20,Water Street,False,True,77.53788176021146,4,,,,,,
42427254,42427256,0,"[54689818, 1224593100, 1069297909]",residential,20,Fletcher Street,True,False,90.39924326295738,1,,no,,,,
42427254,42452708,0,"[54689817, 1224593084]",residential,20,Front Street,True,False,34.52034319437452,1,,,,,,
42427256,42440356,0,226193929,primary,20,South Street,False,False,65.98367337226264,2,,,,,,
42427256,42444242,0,226193929,primary,20,South Street,False,True,30.225612345016025,2,,,,,,
42427278,4561384853,0,40956098,secondary,20,Centre Street,True,False,60.272507069885826,2,,,,,,
42427278,9121386338,0,"[5671314, 986838188]",unclassified,20,Reade Street,True,False,11.090097386704299,1,,,,,,
42427300,42445466,0,"[1135342276, 194923798]",residential,20,Worth Street,False,"[False, True]",92.27453360345285,3,,,,,,
42427300,42425955,0,414751576,residential,20,Worth Street,False,True,159.26780575644514,2,,,,,,
42427300,42427305,0,"[1271581112, 1238742498]",secondary,20,Centre Street,True,False,75.13062670532469,"['2', '1']",,,,,,
42427305,42445474,0,46332301,residential,20,Leonard Street,True,False,90.30457657120748,1,,,,,,
42427305,42427307,0,125436141,secondary,20,Centre Street,True,False,150.19180359314927,1,,,,,,
42427307,42427311,0,125436141,secondary,20,Centre Street,True,False,89.75582198075892,1,,,,,,
42427307,42445481,0,413054857,residential,20,White Street,True,False,77.95941833722246,1,,,,,,
42427311,42447255,0,412180553,tertiary,20,Walker Street,True,False,76.15956289649196,1,,,,,,
42427311,42427316,0,1318001658,secondary,20,Centre Street,True,False,51.391942735165486,2,,,,,,
42427316,42427319,0,68668539,secondary,25,Centre Street,True,False,87.16439839917795,1,,,,,,
42427316,5706569898,0,591772210,trunk,20,Canal Street,False,False,69.57744881107573,4,,,,,,
42427316,42440810,0,591772210,trunk,20,Canal Street,False,True,74.95621282877906,4,,,,,,
42427319,42427322,0,68668539,secondary,25,Centre Street,True,False,30.486547837029885,1,,,,,,
42427322,42427324,0,"[68668539, 1317994764]",secondary,25,Centre Street,True,False,115.03592680816337,"['2', '1']",,,,,,
42427322,42439580,0,1034527688,residential,25,Howard Street,True,False,62.53302100335806,,,,,,,
42427324,42439207,0,439842823,secondary,25,Grand Street,True,False,41.91051185778727,1,,,,,,
42427324,42427327,0,"[1147907300, 584850103]",secondary,25,Centre Street,True,False,135.74038365484031,"['3', '1']",,,,,,
42427327,42430041,0,"[5672321, 1271581109]",secondary,25,Cleveland Place,True,False,73.09995225763886,2,,,,,,
42427327,42432165,0,68668516,secondary,25,Broome Street,True,False,56.61980608674209,2,,,,,13.5,
42427335,11038072465,0,1298186394,secondary,25,Samuel Dickstein Plaza,False,True,7.222082450280969,3,,,,,,
42427335,42427337,0,5669639,residential,25,Pitt Street,True,False,111.46433755092909,2,,,,,,
42427335,42440408,0,"[281455419, 1188730085, 1188730086]",primary,25,Grand Street,True,False,222.81419816329284,"['2', '1']",,,,,,
42427337,42427340,0,"[799403767, 1041016547, 5669639]",residential,25,Pitt Street,True,False,66.8093073406169,2,,,,,,
42427340,42427345,0,25198488,residential,25,Pitt Street,True,False,57.235026540517204,,,,,,,
42427340,42435538,0,799407328,residential,25,Delancey Street,True,False,74.93993296985259,,,,,,,
42427345,42429806,0,492148700,residential,25,Delancey Street,True,False,77.90554920507121,1,,,,,,
42427345,7500756892,0,1098734619,residential,25,Pitt Street,True,False,31.857654500601868,1,,,,,,
42427346,42437067,0,5670532,residential,25,Rivington Street,True,False,79.39150390828827,,,,,,,
42427346,42427352,0,"[1098734621, 492148701]",residential,25,Pitt Street,True,False,136.6346132682293,2,,,,,,
42427352,7552138519,0,46350695,residential,25,Stanton Street,False,False,135.309956862353,2,,,,,,
42427352,42427358,0,1098734620,residential,25,Pitt Street,True,False,141.33351940714658,1,,,,,,
42427358,1919595922,0,438375431,secondary,25,Avenue C,False,False,14.165742579736687,2,,,,,,
42427358,42449874,0,"[46201665, 420629930]",primary,25,East Houston Street,True,False,231.6414786498943,"['2', '3']",,,,,,
42427369,42428183,0,5670771,residential,25,East 20th Street,True,False,116.58612016538618,1,,,,,8.5,
42427369,42454378,0,889114533,secondary,25,5th Avenue,True,False,73.65032612144299,3,,,,,,
42427371,42427369,0,34080062,residential,25,West 20th Street,True,False,309.21542482909587,1,,,,,,
42427371,42430265,0,"[1266830890, 1266830891]",secondary,25,6th Avenue,True,False,75.97060945444193,"['4', '5']",,,,,,
